Podcast Name,RSS URL,Site URL,Exclude
The Athletic Football Show: A show about the NFL,https://feeds.acast.com/public/shows/681cc905bdc60241406b737f,,0
Hoge &amp; Jahns: a show about the Chicago Bears,https://feeds.simplecast.com/DxWJevnw,,0
Coin Bureau,https://feeds.buzzsprout.com/1442614.rss,,0
Recipe Club,https://feeds.megaphone.fm/dave-chang-recipe-club,,0
The Anthropocene Reviewed,https://feeds.simplecast.com/p7S4nr_h,,0
S-Town,https://feeds.simplecast.com/CpvnpIaj,,0
Serial,https://feeds.simplecast.com/xl36XBC2,,0
EconTalk,https://feeds.simplecast.com/wgl4xEgL,,0
The Swyx Mixtape,https://feeds.transistor.fm/learn-in-podcast,,0
Going Deep with Chad and JT,https://www.omnycontent.com/d/playlist/885ace83-027a-47ad-ad67-aca7002f1df8/bec1e3b0-e0bc-4bfc-a9d2-aca900022915/e2a84fa8-ca61-495c-9da3-aca90002291e/podcast.rss,,0
CHGO Chicago Bears Podcast,https://feeds.simplecast.com/oSbdDATR,,0
CryptoNews Podcast,https://feeds.buzzsprout.com/1735660.rss,,0
Not Investment Advice,https://feeds.acast.com/public/shows/607879ddfbe1eb33d6525119,,0
Why Is This Happening? The Chris Hayes Podcast,https://podcastfeeds.nbcnews.com/Ftpd36Dg,,0
The Lawfare Podcast,https://feeds.acast.com/public/shows/60518a52f69aa815d2dba41c,,0
Bodega Boys,https://feeds.soundcloud.com/users/soundcloud:users:169774121/sounds.rss,,0
99% Invisible,https://feeds.simplecast.com/BqbsxVfO,,0
Waveform: The MKBHD Podcast,https://feeds.megaphone.fm/STU4418364045,,0
The Full Go with Jason Goff,https://feeds.megaphone.fm/the-full-go,,0
Impolitic with John Heilemann,https://feeds.megaphone.fm/hell-high-water,,0
The Prestige TV Podcast,https://feeds.megaphone.fm/tvconcierge,,0
People I (Mostly) Admire,https://feeds.simplecast.com/rP60Wf24,,0
Bad Bets,https://video-api.wsj.com/podcast/rss/wsj/bad-bets?partner=itunes,,0
Plain English with Derek Thompson,https://feeds.megaphone.fm/plain-english,,0
Hidden Brain,https://feeds.simplecast.com/kwWc0lhf,,0
Intelligence Squared,https://feeds.megaphone.fm/NSR6363847171,,0
ACQ2 by Acquired,https://feeds.transistor.fm/acq2,,0
The Sporkful,https://feeds.simplecast.com/n91GPFY5,,0
Christopher Kimball’s Milk Street Radio,https://publicfeeds.net/f/9135/feed-rss.xml,,0
Big Technology Podcast,https://feeds.megaphone.fm/LI3617121267,,0
The Town with Matthew Belloni,https://feeds.megaphone.fm/the-town-with-matthew-belloni,,0
The Ringer F1 Show,https://feeds.megaphone.fm/paddock-pass,,0
SI Media With Jimmy Traina,https://feeds.redcircle.com/e3b3fd60-e66c-4564-a045-969f9b0fa72a,,0
The Powers That Be: Daily,https://feeds.megaphone.fm/powers-that-be,,0
My Year in Mensa,https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/b940fe2f-2f6a-447a-91b5-ae2e00387257/e02c6837-fce9-4fb1-85f5-ae2e00387265/podcast.rss,,0
Masters in Business,https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/4e4cd910-40a1-4619-a5f3-ae2b0012ffff/5873a3cb-298f-40bc-b71f-ae2b0013000d/podcast.rss,,0
Odd Lots,https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/8a94442e-5a74-4fa2-8b8d-ae27003a8d6b/982f5071-765c-403d-969d-ae27003a8d83/podcast.rss,,0
Revisionist History,https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/0e563f45-9d14-4ce8-8ef0-ae32006cd7e7/0d4cc74d-fff7-4b89-8818-ae32006cd7f0/podcast.rss,,0
Against the Rules with Michael Lewis,https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/f4e26994-3ddb-4ec7-b855-ae32006cd5de/ea4fae0c-3282-4cfd-b315-ae32006cd5ec/podcast.rss,,0
The Fifth Column,https://api.substack.com/feed/podcast/815642.rss,,0
The Tony Kornheiser Show,https://feeds.megaphone.fm/the-tony-kornheiser-show,,0
The Intelligence from The Economist,https://access.acast.com/rss/d556eb54-6160-4c85-95f4-47d9f5216c49,,0
Fantasy Football Happy Hour with Matthew Berry,https://feeds.simplecast.com/8PBMLPBg,,0
On with Kara Swisher,https://feeds.megaphone.fm/VMP1684715893,,0
Song Exploder,https://feed.songexploder.net/SongExploder,,0
FRONTLINE: Film Audio Track | PBS,https://feeds.feedburner.com/FrontlineAudiocastPbs,,0
the memory palace,http://feeds.thememorypalace.us/thememorypalace,,0
Benjamen Walker&apos;s Theory of Everything,https://feeds.feedburner.com/TOE,,0
The Citizen Stewart Show,https://feeds.megaphone.fm/LDI7859309966,,0
Stratechery,https://rss.stratechery.passport.online/feed/podcast/MMs7xScDXhCnUAesQqB2Xa,,0
Dithering,https://rss.dithering.passport.online/feed/podcast/MMs7xScDXhCnUAesQqB2Xa,,0
Sharp Tech with Ben Thompson,https://sharptech.fm/feed/podcast/MMs7xScDXhCnUAesQqB2Xa,,0
Sharp China with Sinocism’s Bill Bishop,https://sharpchina.fm/feed/podcast/MMs7xScDXhCnUAesQqB2Xa,,0
Greatest Of All Talk (Stratechery Plus Edition),https://goat.passport.online/feed/podcast/6EynvegSpNaDpnt4DJsHzD,,0
All the Hacks with Chris Hutchins,https://feeds.megaphone.fm/ATHLLC4474951365,,0
"&quot;The Cognitive Revolution&quot; | AI Builders, Researchers, and Live Player Analysis",https://feeds.megaphone.fm/RINTP3108857801,,0
P1 with Matt and Tommy,https://feeds.acast.com/public/shows/63e24225436c36001119fc66,,0
The Coldest Case In Laramie,https://feeds.simplecast.com/wHqls8d1,,0
Acquired,https://feeds.transistor.fm/acquired,,0
Normal Gossip,https://publicfeeds.net/f/3492/feed-rss.xml,,0
The Urbanist Agenda,https://rss.art19.com/the-urbanist-agenda,,0
Invest Like the Best with Patrick O&apos;Shaughnessy,https://feeds.megaphone.fm/CLS2859450455,,0
Wisdom of Crowds,https://api.substack.com/feed/podcast/52255.rss,,0
Spellcaster: The Fall of Sam Bankman-Fried,https://rss.art19.com/spellcaster,,0
"80,000 Hours Podcast",https://feeds.transistor.fm/80000-hours-podcast,,0
Search Engine,https://feeds.megaphone.fm/search-engine,,0
safe to eat,https://almartin82.github.io/safe-to-eat/feeds/podcast.xml,,0
Animal Spirits Podcast,https://feeds.megaphone.fm/TCP6464651487,,0
&quot;Econ 102&quot; with Noah Smith and Erik Torenberg,https://feeds.megaphone.fm/econ102,,0
The Adam Friedland Show Podcast,https://www.omnycontent.com/d/playlist/885ace83-027a-47ad-ad67-aca7002f1df8/ab07fc49-2efc-4de6-92bf-b2e3011e17e9/f377cab3-e9e0-4dc2-8356-b2e3011e1800/podcast.rss,,0
The Recipe with Kenji and Deb,https://rss.pdrl.fm/cd4580/feed.therecipepodcast.com/,,0
The Ben &amp; Marc Show,https://feeds.simplecast.com/mAT9rqvu,,0
The Axe Files with David Axelrod,https://feeds.megaphone.fm/WMHY9284588779,,0
Uncanny Valley | WIRED,https://publicfeeds.net/f/5901/gadget-lab,,0
Radiolab,https://feeds.simplecast.com/EmVW7VGp,,0
The Layover,https://podcasts.watchnebula.com/thelayover/44ede2f43c9b47718cefc92a6a1719c8,,0
Money Stuff: The Podcast,https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/ee4336cb-155f-4488-90e0-b1400134e40e/77e6a3a7-290d-4a82-8164-b14001353ef2/podcast.rss,,0
Useful Idiots with Katie Halper and Aaron Maté,https://feeds.redcircle.com/7090379b-af2f-4972-a14d-b4041f474ee4,,0
On the Media,https://feeds.simplecast.com/o4jAFXaw,,0
Mixed Signals from Semafor Media,https://feeds.megaphone.fm/mixed-signals-semafor-media,,0
Scene on Radio,https://feeds.sceneonradio.org/SceneOnRadio,,0
Shell Game,https://api.substack.com/feed/podcast/87225.rss,,0
The Kevin Rose Show,https://api.substack.com/feed/podcast/2776405.rss,,0
Stavvy&apos;s World,https://audioboom.com/channels/5135319.rss,,0
Hyperfixed,https://rss.pdrl.fm/d3cf31/feed.hyperfixedpod.com/,,0
Hard Fork,https://feeds.simplecast.com/l2i9YnTd,,0
The Ezra Klein Show,https://feeds.simplecast.com/82FI35Px,,0
The Trojan Horse Affair,https://feeds.simplecast.com/B9KgArY4,,0
Nice White Parents,https://feeds.simplecast.com/Z4wHC1c2,,0
Babbage from The Economist,https://feeds.acast.com/public/shows/e421d786-ec36-4148-aa99-7a3b2928a779,,0
The Severance Podcast with Ben Stiller &amp; Adam Scott,https://feeds.megaphone.fm/severance-ben-adam,,0
Asianometry,https://asianometry.passport.online/feed/podcast/MMs7xScDXhCnUAesQqB2Xa,,0
a16z Podcast,https://feeds.simplecast.com/JGE3yC0V,,0
Heavyweight,https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/afbd76b8-eff2-442a-b938-b28e0126edad/d08826cd-f888-4cd3-b700-b28e0126edbb/podcast.rss,,0
The Kevin Rose Show (private feed for substack@khamel.com),https://api.substack.com/feed/podcast/2776405/private/52581fbd-98ce-4590-9f97-cf43525156c4.rss,,0
Latent Space: The AI Engineer Podcast,https://rss.flightcast.com/vgnxzgiwwzwke85ym53fjnzu.xml,,0
The Zach Lowe Show,https://feeds.megaphone.fm/zach-lowe,,0
Lenny&apos;s Reads,https://api.substack.com/feed/podcast/10845/s/215368.rss,,0
The Daily Show: Ears Edition,https://feeds.megaphone.fm/QCD2422844292,,0
Dear Hank &amp; John,https://rss.art19.com/dear-hank-john,,0
Lenny&apos;s Podcast: Product | Career | Growth,https://api.substack.com/feed/podcast/10845/private/bc48b913-6532-4b94-84e4-5ec754d742cb.rss,,0
Accidental Tech Podcast,https://cdn.atp.fm/rss/public?wtvryzdm,,0
